,index,id,time,R1,R2,R3,R4,R5,R6,R7,R8,Temp,Humidity,date,class,dt,Target,time1,Datetime,unix,predicted_values
168,140770,16,19.990008,12.6676,9.8274,9.93223,11.1969,13.623,12.7585,5.22507,5.69823,27.4371,61.3111,22/07/15,banana,1.32,1,19:59:24,22/07/15 19:59,1437595164,1
169,142317,16,20.422858,12.8176,10.2902,10.3717,11.5999,14.1297,12.9762,5.46285,5.92333,27.3256,61.545,22/07/15,banana,1.32,1,20:25:22,22/07/15 20:25,1437596722,1
170,149533,16,22.444221,11.9477,8.2289,8.35514,9.31241,11.2712,11.7951,4.72145,5.05946,27.6261,59.1769,22/07/15,banana,1.32,1,22:26:39,22/07/15 22:26,1437603999,1
171,139620,16,19.668001,12.7838,10.2367,10.3367,11.5474,13.9781,12.9146,5.51551,5.97077,27.4402,60.947,22/07/15,banana,1.32,1,19:40:04,22/07/15 19:40,1437594004,1
172,144272,16,20.969996,12.5666,9.22435,9.38076,10.5126,12.8632,12.3101,5.09484,5.489,28.0976,50.8711,22/07/15,banana,1.32,1,20:58:11,22/07/15 20:58,1437598691,1
173,143154,16,20.657074,12.7598,10.0889,10.1485,11.3621,13.8348,12.6795,5.33986,5.75238,27.4828,58.431,22/07/15,banana,1.32,1,20:39:25,22/07/15 20:39,1437597565,1
174,150556,16,22.731121,11.9325,8.20884,8.32474,9.28634,11.2304,11.7752,4.71067,5.04656,27.6173,59.4093,22/07/15,banana,1.32,1,22:43:52,22/07/15 22:43,1437605032,1
175,149180,16,22.344773,11.9483,8.21981,8.3364,9.30097,11.2545,11.824,4.72334,5.0642,27.4008,59.4989,22/07/15,banana,1.32,1,22:20:41,22/07/15 22:20,1437603641,1
176,140670,16,19.962027,12.6677,9.81612,9.91055,11.1952,13.5928,12.772,5.20499,5.68944,27.4415,61.2425,22/07/15,banana,1.32,1,19:57:43,22/07/15 19:57,1437595063,1
177,140574,16,19.935161,12.6809,9.88168,9.96432,11.2354,13.6424,12.8023,5.23866,5.71401,27.4262,61.1557,22/07/15,banana,1.32,1,19:56:06,22/07/15 19:56,1437594966,1
178,147366,16,21.836783,12.0484,8.46764,8.54148,9.57014,11.4971,11.8911,4.74348,5.10187,27.1555,59.5551,22/07/15,banana,1.32,1,21:50:12,22/07/15 21:50,1437601812,1
179,140597,16,19.941604,12.6698,9.83842,9.92489,11.2049,13.6148,12.7933,5.21117,5.69112,27.4278,61.2117,22/07/15,banana,1.32,1,19:56:29,22/07/15 19:56,1437594989,1
180,143106,16,20.643653,12.7788,10.1694,10.1941,11.4313,13.8647,12.7227,5.35769,5.79225,27.4317,59.0787,22/07/15,banana,1.32,1,20:38:37,22/07/15 20:38,1437597517,1
181,149023,16,22.300849,11.9481,8.21847,8.33574,9.30117,11.2538,11.83,4.72433,5.06589,27.424,59.5349,22/07/15,banana,1.32,1,22:18:03,22/07/15 22:18,1437603483,1
182,150841,16,22.81086,11.9312,8.19116,8.312,9.26554,11.205,11.78,4.70571,5.04196,27.6057,59.4549,22/07/15,banana,1.32,1,22:48:39,22/07/15 22:48,1437605319,1
183,143011,16,20.617078,12.8342,10.39,10.4588,11.6904,14.1935,13.0403,5.51172,5.98587,27.3235,61.5586,22/07/15,banana,1.32,1,20:37:01,22/07/15 20:37,1437597421,1
184,146578,16,21.615721,12.1815,8.7504,8.79272,9.89642,11.7722,11.7868,4.59135,5.03038,26.8785,59.1855,22/07/15,banana,1.32,1,21:36:56,22/07/15 21:36,1437601016,1
185,142167,16,20.380861,12.8185,10.2457,10.341,11.5672,14.0942,12.9974,5.4368,5.89943,27.3473,61.5064,22/07/15,banana,1.32,1,20:22:51,22/07/15 20:22,1437596571,1
186,140411,16,19.888948,12.7263,10.0282,10.1394,11.3226,13.7645,12.8243,5.37668,5.81023,27.4169,61.0286,22/07/15,banana,1.32,1,19:53:20,22/07/15 19:53,1437594800,1
187,150406,16,22.689166,11.9323,8.20861,8.32759,9.28516,11.2278,11.7854,4.71029,5.0504,27.5038,59.7677,22/07/15,banana,1.32,1,22:41:20,22/07/15 22:41,1437604880,1
188,143933,16,20.874651,12.4644,9.37315,9.48699,10.6674,12.9895,12.1926,4.98921,5.44598,27.7319,54.3819,22/07/15,banana,1.32,1,20:52:28,22/07/15 20:52,1437598348,1
189,139670,16,19.681957,12.7839,10.2377,10.3384,11.5496,13.9792,12.9162,5.51744,5.97087,27.4451,60.9709,22/07/15,banana,1.32,1,19:40:55,22/07/15 19:40,1437594055,1
190,140308,16,19.860158,12.7339,10.0629,10.1689,11.3443,13.7817,12.8452,5.39663,5.82626,27.4811,60.7306,22/07/15,banana,1.32,1,19:51:36,22/07/15 19:51,1437594696,1
191,145868,16,21.417124,12.2302,8.79376,8.91993,9.97793,12.0784,11.8806,4.76172,5.11246,26.7847,59.1793,22/07/15,banana,1.32,1,21:25:01,22/07/15 21:25,1437600301,1
192,150040,16,22.586785,11.9337,8.21847,8.32452,9.29003,11.2317,11.7937,4.70891,5.04856,27.5527,59.6386,22/07/15,banana,1.32,1,22:35:12,22/07/15 22:35,1437604512,1
193,146029,16,21.462132,12.2278,8.7991,8.91922,9.97656,12.0791,11.8674,4.74575,5.08927,26.78,58.7308,22/07/15,banana,1.32,1,21:27:43,22/07/15 21:27,1437600463,1
194,140715,16,19.974617,12.6678,9.82041,9.92079,11.1928,13.6114,12.7564,5.21851,5.6946,27.421,61.3046,22/07/15,banana,1.32,1,19:58:28,22/07/15 19:58,1437595108,1
195,146423,16,21.572373,12.2195,8.79188,8.89141,9.94782,11.9572,11.8343,4.6582,5.06968,26.8171,58.9676,22/07/15,banana,1.32,1,21:34:20,22/07/15 21:34,1437600860,1
196,149496,16,22.433865,11.9478,8.22878,8.35293,9.31232,11.2701,11.8011,4.72092,5.05985,27.6165,59.1151,22/07/15,banana,1.32,1,22:26:01,22/07/15 22:26,1437603961,1
197,143998,16,20.892799,12.4695,9.37631,9.49192,10.6718,13.0126,12.2025,5.03338,5.47282,27.7246,54.9303,22/07/15,banana,1.32,1,20:53:34,22/07/15 20:53,1437598414,1
198,140273,16,19.850383,12.7323,10.0806,10.1812,11.3529,13.7911,12.821,5.40203,5.83024,27.5058,60.7459,22/07/15,banana,1.32,1,19:51:01,22/07/15 19:51,1437594661,1
199,141459,16,20.182742,12.715,9.94452,10.063,11.2725,13.7926,12.8342,5.29497,5.73719,27.4198,61.4328,22/07/15,banana,1.32,1,20:10:57,22/07/15 20:10,1437595857,1
200,142864,16,20.575881,12.8136,10.3607,10.4476,11.6619,14.189,12.9792,5.49614,5.96203,27.229,61.8907,22/07/15,banana,1.32,1,20:34:33,22/07/15 20:34,1437597273,1
201,149763,16,22.508553,11.9479,8.23051,8.35756,9.31335,11.2786,11.8023,4.72334,5.06076,27.5972,59.2398,22/07/15,banana,1.32,1,22:30:30,22/07/15 22:30,1437604230,1
202,146955,16,21.72116,12.0724,8.68043,8.73031,9.82169,11.8642,11.9675,4.77771,5.15199,27.0789,58.7861,22/07/15,banana,1.32,1,21:43:16,22/07/15 21:43,1437601396,1
203,142376,16,20.439385,12.8187,10.3121,10.3916,11.6366,14.1494,13.0144,5.47031,5.93461,27.321,61.55,22/07/15,banana,1.32,1,20:26:21,22/07/15 20:26,1437596781,1
204,146593,16,21.619918,12.1785,8.7496,8.78602,9.89488,11.757,11.7824,4.58713,5.03036,26.8797,59.1851,22/07/15,banana,1.32,1,21:37:11,22/07/15 21:37,1437601031,1
205,148546,16,22.16672,11.939,8.1763,8.29155,9.26586,11.1619,11.7296,4.70889,5.04714,27.3477,59.854,22/07/15,banana,1.32,1,22:10:00,22/07/15 22:10,1437603000,1
206,141294,16,20.136583,12.6688,9.81059,9.8956,11.1878,13.6379,12.7774,5.23402,5.69905,27.5921,60.983,22/07/15,banana,1.32,1,20:08:11,22/07/15 20:08,1437595691,1
207,142442,16,20.457859,12.8127,10.3138,10.4101,11.6279,14.1623,12.9981,5.47546,5.93796,27.3117,61.5187,22/07/15,banana,1.32,1,20:27:28,22/07/15 20:27,1437596848,1
208,140300,16,19.857928,12.7338,10.0638,10.1682,11.3441,13.7821,12.8421,5.39702,5.82625,27.4822,60.7182,22/07/15,banana,1.32,1,19:51:28,22/07/15 19:51,1437594688,1
209,142319,16,20.423414,12.8175,10.292,10.3724,11.6023,14.1312,12.9787,5.46353,5.92446,27.3264,61.5358,22/07/15,banana,1.32,1,20:25:24,22/07/15 20:25,1437596724,1
210,149305,16,22.379745,11.9501,8.22205,8.3384,9.30628,11.2535,11.8226,4.72184,5.06585,27.5739,59.1034,22/07/15,banana,1.32,1,22:22:47,22/07/15 22:22,1437603767,1
211,147429,16,21.854381,12.0565,8.43882,8.51484,9.53406,11.4506,11.8855,4.74237,5.10011,27.141,59.3757,22/07/15,banana,1.32,1,21:51:15,22/07/15 21:51,1437601875,1
212,150193,16,22.629606,11.9346,8.21263,8.32592,9.28693,11.2277,11.7839,4.70875,5.04817,27.5629,59.6708,22/07/15,banana,1.32,1,22:37:46,22/07/15 22:37,1437604666,1
213,144380,16,21.00021,12.5715,9.23334,9.3988,10.5314,12.8832,12.3372,5.1137,5.50224,28.3349,50.234,22/07/15,banana,1.32,1,21:00:00,22/07/15 21:00,1437598800,1
214,142258,16,20.40635,12.8131,10.2543,10.3409,11.5567,14.0915,12.9359,5.43991,5.9029,27.3009,61.5977,22/07/15,banana,1.32,1,20:24:22,22/07/15 20:24,1437596662,1
215,145953,16,21.440881,12.2293,8.79776,8.92169,9.97911,12.0737,11.8717,4.7306,5.08962,26.78,59.008,22/07/15,banana,1.32,1,21:26:27,22/07/15 21:26,1437600387,1
216,148950,16,22.280415,11.9559,8.21364,8.3341,9.29903,11.2462,11.8309,4.72147,5.06369,27.45,59.5209,22/07/15,banana,1.32,1,22:16:49,22/07/15 22:16,1437603409,1
217,149852,16,22.533461,11.9479,8.22965,8.35606,9.31294,11.2709,11.8001,4.72105,5.05874,27.5354,59.4083,22/07/15,banana,1.32,1,22:32:00,22/07/15 22:32,1437604320,1
218,145135,16,21.211359,12.5589,9.18378,9.32395,10.4584,12.7661,12.3557,5.115,5.51812,27.8157,49.8459,22/07/15,banana,1.32,1,21:12:40,22/07/15 21:12,1437599560,1
219,144691,16,21.087134,12.6032,9.24079,9.4098,10.5391,12.8838,12.3854,5.12536,5.51056,28.7723,48.8681,22/07/15,banana,1.32,1,21:05:13,22/07/15 21:05,1437599113,1
220,149144,16,22.334699,11.9487,8.21901,8.33908,9.29979,11.2566,11.8245,4.72402,5.0637,27.4171,59.591,22/07/15,banana,1.32,1,22:20:04,22/07/15 22:20,1437603604,1
221,145705,16,21.3709,12.3455,8.75771,8.8837,9.97402,12.065,12.1176,4.8997,5.29934,28.138,54.5194,22/07/15,banana,1.32,1,21:22:15,22/07/15 21:22,1437600135,1
222,145166,16,21.220056,12.5713,9.18876,9.33599,10.4702,12.7791,12.3578,5.12292,5.52316,27.8827,49.5249,22/07/15,banana,1.32,1,21:13:12,22/07/15 21:13,1437599592,1
223,139622,16,19.668557,12.7838,10.2373,10.337,11.5477,13.9782,12.9152,5.51594,5.97071,27.4402,60.9516,22/07/15,banana,1.32,1,19:40:06,22/07/15 19:40,1437594006,1
224,144144,16,20.933581,12.444,9.30743,9.43077,10.6067,12.9229,12.2041,5.02963,5.44298,27.634,53.7717,22/07/15,banana,1.32,1,20:56:00,22/07/15 20:56,1437598560,1
225,141157,16,20.098272,12.6907,9.81896,9.90419,11.2535,13.6117,12.8613,5.21435,5.73283,27.4957,61.1065,22/07/15,banana,1.32,1,20:05:53,22/07/15 20:05,1437595553,1
226,149601,16,22.463234,11.9478,8.23132,8.35832,9.31413,11.285,11.7972,4.72626,5.06343,27.6366,59.0646,22/07/15,banana,1.32,1,22:27:47,22/07/15 22:27,1437604067,1
227,142458,16,20.462338,12.8145,10.3136,10.4139,11.6281,14.1642,12.9996,5.47731,5.93849,27.3271,61.5726,22/07/15,banana,1.32,1,20:27:44,22/07/15 20:27,1437596864,1
228,142686,16,20.526104,12.8406,10.3751,10.4636,11.6946,14.2351,13.0873,5.50279,5.97899,27.2177,61.7751,22/07/15,banana,1.32,1,20:31:33,22/07/15 20:31,1437597093,1
229,140363,16,19.875532,12.7332,10.0455,10.1476,11.3281,13.7689,12.8557,5.38562,5.81702,27.4995,60.7173,22/07/15,banana,1.32,1,19:52:31,22/07/15 19:52,1437594751,1
230,150908,16,22.829623,11.9277,8.18928,8.3152,9.26523,11.2115,11.7923,4.70774,5.0422,27.6193,59.4583,22/07/15,banana,1.32,1,22:49:46,22/07/15 22:49,1437605386,1
231,144227,16,20.957425,12.5407,9.22957,9.37297,10.5145,12.8519,12.2857,5.08235,5.48258,28.0192,51.2072,22/07/15,banana,1.32,1,20:57:26,22/07/15 20:57,1437598646,1
232,142838,16,20.568616,12.8245,10.3593,10.4575,11.655,14.2006,12.9778,5.49581,5.95714,27.2271,61.9298,22/07/15,banana,1.32,1,20:34:07,22/07/15 20:34,1437597247,1
233,150558,16,22.731685,11.9325,8.20877,8.3239,9.28657,11.2299,11.7748,4.71044,5.04653,27.625,59.3909,22/07/15,banana,1.32,1,22:43:54,22/07/15 22:43,1437605034,1
234,146373,16,21.558388,12.2301,8.80322,8.88147,9.95204,11.965,11.8389,4.66076,5.07243,26.7655,58.9886,22/07/15,banana,1.32,1,21:33:30,22/07/15 21:33,1437600810,1
235,150698,16,22.770857,11.9324,8.20554,8.31604,9.28834,11.2149,11.7844,4.7056,5.04972,27.6058,59.6075,22/07/15,banana,1.32,1,22:46:15,22/07/15 22:46,1437605175,1
236,150946,16,22.840243,11.9296,8.18628,8.30343,9.26129,11.1966,11.7733,4.70256,5.03773,27.657,59.3474,22/07/15,banana,1.32,1,22:50:24,22/07/15 22:50,1437605424,1
237,142759,16,20.546529,12.8508,10.3782,10.4687,11.6901,14.2353,13.0624,5.50367,5.97189,27.1991,61.9072,22/07/15,banana,1.32,1,20:32:47,22/07/15 20:32,1437597167,1
238,142680,16,20.524421,12.8338,10.3715,10.4585,11.6976,14.2321,13.0867,5.50125,5.9795,27.2497,61.6789,22/07/15,banana,1.32,1,20:31:27,22/07/15 20:31,1437597087,1
239,147348,16,21.831735,12.0526,8.47174,8.54522,9.57711,11.5078,11.8929,4.74534,5.10292,27.1559,59.3949,22/07/15,banana,1.32,1,21:49:54,22/07/15 21:49,1437601794,1
240,148658,16,22.198051,11.9448,8.19687,8.28925,9.2801,11.1763,11.7968,4.7201,5.06122,27.3509,59.9459,22/07/15,banana,1.32,1,22:11:52,22/07/15 22:11,1437603112,1
241,140199,16,19.829721,12.7495,10.1228,10.2305,11.4116,13.8429,12.8463,5.42925,5.86556,27.4413,60.852,22/07/15,banana,1.32,1,19:49:46,22/07/15 19:49,1437594586,1
242,147505,16,21.875609,12.0353,8.39961,8.47281,9.48754,11.3819,11.8734,4.72614,5.08776,27.1481,59.2758,22/07/15,banana,1.32,1,21:52:32,22/07/15 21:52,1437601952,1
243,148900,16,22.266424,11.9519,8.20913,8.33385,9.29912,11.2459,11.8303,4.71852,5.06132,27.4784,59.3452,22/07/15,banana,1.32,1,22:15:59,22/07/15 22:15,1437603359,1
244,148332,16,22.106846,11.9688,8.16771,8.26879,9.23355,11.0798,11.8564,4.69669,5.04056,27.4045,60.3232,22/07/15,banana,1.32,1,22:06:24,22/07/15 22:06,1437602784,1
245,139956,16,19.761856,12.8057,10.2395,10.3372,11.5508,13.9853,12.9388,5.51499,5.97221,27.4637,60.8309,22/07/15,banana,1.32,1,19:45:42,22/07/15 19:45,1437594342,1
246,148740,16,22.221,11.9474,8.17653,8.30408,9.26205,11.1974,11.8266,4.72061,5.05919,27.361,59.8057,22/07/15,banana,1.32,1,22:13:15,22/07/15 22:13,1437603195,1
247,143627,16,20.789175,12.4995,9.49918,9.59478,10.7988,13.1634,12.2561,5.03557,5.49271,27.7652,55.6024,22/07/15,banana,1.32,1,20:47:21,22/07/15 20:47,1437598041,1
248,147602,16,21.902711,12.0107,8.35801,8.42684,9.43542,11.2961,11.8583,4.67704,5.0376,27.1603,59.4219,22/07/15,banana,1.32,1,21:54:09,22/07/15 21:54,1437602049,1
249,144247,16,20.963017,12.5599,9.22379,9.37444,10.5108,12.8528,12.3023,5.08828,5.48567,28.083,50.8868,22/07/15,banana,1.32,1,20:57:46,22/07/15 20:57,1437598666,1
250,139598,16,19.661857,12.7838,10.2386,10.3368,11.5478,13.978,12.9151,5.51586,5.97104,27.4421,60.9414,22/07/15,banana,1.32,1,19:39:42,22/07/15 19:39,1437593982,1
251,147109,16,21.764232,12.048,8.64039,8.67656,9.78416,11.7878,11.9141,4.76279,5.14578,27.076,59.0028,22/07/15,banana,1.32,1,21:45:51,22/07/15 21:45,1437601551,1
252,148236,16,22.079982,11.9788,8.22034,8.32376,9.31538,11.2268,11.8874,4.73452,5.08105,27.4135,59.169,22/07/15,banana,1.32,1,22:04:47,22/07/15 22:04,1437602687,1
253,143442,16,20.737488,12.6534,9.73806,9.79552,11.0253,13.4018,12.4162,5.11607,5.58409,27.9641,55.5278,22/07/15,banana,1.32,1,20:44:14,22/07/15 20:44,1437597854,1
254,141434,16,20.175749,12.6974,9.92431,10.0304,11.256,13.7586,12.8222,5.28143,5.72884,27.5245,61.1663,22/07/15,banana,1.32,1,20:10:32,22/07/15 20:10,1437595832,1
255,148674,16,22.202527,11.9457,8.19738,8.2904,9.27837,11.1834,11.8126,4.72181,5.06509,27.3756,59.8521,22/07/15,banana,1.32,1,22:12:09,22/07/15 22:12,1437603129,1
256,143386,16,20.721834,12.7041,9.86858,9.9451,11.1732,13.6189,12.5304,5.20555,5.62557,28.084,55.4984,22/07/15,banana,1.32,1,20:43:18,22/07/15 20:43,1437597798,1
257,148944,16,22.278738,11.9562,8.21295,8.33391,9.29884,11.2455,11.8307,4.72047,5.06346,27.4483,59.5183,22/07/15,banana,1.32,1,22:16:43,22/07/15 22:16,1437603403,1
258,148749,16,22.224182,11.9476,8.19535,8.31676,9.28325,11.2229,11.825,4.71945,5.05931,27.4851,59.4027,22/07/15,banana,1.32,1,22:13:27,22/07/15 22:13,1437603207,1
259,149818,16,22.523941,11.9479,8.2298,8.35624,9.31199,11.2715,11.7993,4.7212,5.05826,27.5685,59.1921,22/07/15,banana,1.32,1,22:31:26,22/07/15 22:31,1437604286,1
260,146062,16,21.471366,12.2239,8.79817,8.91944,9.97421,12.0863,11.8626,4.75499,5.08773,26.7999,58.7727,22/07/15,banana,1.32,1,21:28:16,22/07/15 21:28,1437600496,1
261,139750,16,19.704311,12.7839,10.2375,10.3437,11.55,13.9803,12.9305,5.5183,5.97197,27.4335,61.0294,22/07/15,banana,1.32,1,19:42:15,22/07/15 19:42,1437594135,1
262,142190,16,20.3873,12.8164,10.2465,10.3421,11.5654,14.0928,12.9834,5.43563,5.89865,27.3234,61.533,22/07/15,banana,1.32,1,20:23:14,22/07/15 20:23,1437596594,1
263,139539,16,19.645377,12.784,10.2445,10.3374,11.5497,13.9784,12.9168,5.51656,5.97204,27.4623,60.9237,22/07/15,banana,1.32,1,19:38:43,22/07/15 19:38,1437593923,1
264,140845,16,20.011013,12.6677,9.82982,9.92659,11.1923,13.6114,12.7512,5.21853,5.69673,27.545,61.138,22/07/15,banana,1.32,1,20:00:39,22/07/15 20:00,1437595239,1
265,144386,16,21.001887,12.5739,9.23413,9.39934,10.5346,12.8825,12.3394,5.11499,5.50277,28.3471,50.1615,22/07/15,banana,1.32,1,21:00:06,22/07/15 21:00,1437598806,1
266,139453,16,19.62135,12.7851,10.2439,10.3358,11.5474,13.9763,12.9178,5.51449,5.97128,27.467,60.9091,22/07/15,banana,1.32,1,19:37:16,22/07/15 19:37,1437593836,1
267,143652,16,20.796161,12.4749,9.47845,9.58923,10.7803,13.1836,12.2344,5.02463,5.47939,27.8034,55.4095,22/07/15,banana,1.32,1,20:47:46,22/07/15 20:47,1437598066,1
268,149583,16,22.458194,11.9478,8.23031,8.35749,9.31395,11.2837,11.7953,4.7256,5.06435,27.6448,59.0856,22/07/15,banana,1.32,1,22:27:29,22/07/15 22:27,1437604049,1
269,139653,16,19.677211,12.7839,10.2362,10.3378,11.5482,13.9788,12.916,5.51681,5.97028,27.4431,60.9653,22/07/15,banana,1.32,1,19:40:37,22/07/15 19:40,1437594037,1
3056,136635,15,17.492315,12.6957,10.0331,10.1221,11.3193,13.7428,12.8257,5.43881,5.87746,27.5571,61.0392,22/07/15,banana,0.72,1,17:29:32,22/07/15 17:29,1437586172,1
3057,137263,15,17.667867,12.55,10.1085,10.1323,11.381,13.7544,12.5108,5.44794,5.90496,27.5263,60.8625,22/07/15,banana,0.72,1,17:40:04,22/07/15 17:40,1437586804,1
3058,133351,15,16.238572,12.9011,10.0418,10.1686,11.2853,13.7158,12.8605,5.49802,5.94343,28.6605,56.4526,22/07/15,banana,0.72,1,16:14:18,22/07/15 16:14,1437581658,1
3059,138229,15,17.938597,12.6521,10.2029,10.2457,11.4792,13.8768,12.7288,5.508,5.971,27.5682,60.6348,22/07/15,banana,0.72,1,17:56:18,22/07/15 17:56,1437587778,1
3060,139344,15,18.250969,12.7666,10.3174,10.3801,11.6222,14.0603,12.8162,5.56321,6.02275,27.5396,60.3456,22/07/15,banana,0.72,1,18:15:03,22/07/15 18:15,1437588903,1
3061,132523,15,16.005962,12.7944,10.0174,10.1517,11.2284,13.6973,12.6882,5.46327,5.89798,28.7245,56.6607,22/07/15,banana,0.72,1,16:00:21,22/07/15 16:00,1437580821,1
3062,133284,15,16.219833,12.8913,10.0379,10.1646,11.2847,13.704,12.8623,5.50161,5.94706,28.6525,56.3874,22/07/15,banana,0.72,1,16:13:11,22/07/15 16:13,1437581591,1
3063,134541,15,16.571944,12.986,10.3135,10.4478,11.6095,14.1281,12.9525,5.59767,6.05992,28.3759,57.8261,22/07/15,banana,0.72,1,16:34:18,22/07/15 16:34,1437582858,1
3064,133104,15,16.168858,12.7618,9.96625,10.1054,11.1373,13.6126,12.5202,5.45194,5.86716,28.7759,56.5949,22/07/15,banana,0.72,1,16:10:07,22/07/15 16:10,1437581407,1
3065,136852,15,17.55297,12.7307,10.103,10.1886,11.3818,13.778,12.8059,5.4629,5.906,27.5579,61.5235,22/07/15,banana,0.72,1,17:33:10,22/07/15 17:33,1437586390,1
3066,131326,15,15.670219,12.7129,10.0124,10.1726,11.1862,13.7682,12.4706,5.47096,5.87134,28.8611,56.6787,22/07/15,banana,0.72,1,15:40:12,22/07/15 15:40,1437579612,1
3067,131255,15,15.650341,12.6535,9.97544,10.1399,11.1634,13.7151,12.4724,5.46109,5.88132,28.8238,57.2138,22/07/15,banana,0.72,1,15:39:01,22/07/15 15:39,1437579541,1
3068,134780,15,16.638731,12.9785,10.3222,10.4414,11.6127,14.1236,12.9687,5.59469,6.0642,28.3654,57.3648,22/07/15,banana,0.72,1,16:38:19,22/07/15 16:38,1437583099,1
3069,134207,15,16.477951,12.9504,10.2004,10.3449,11.4407,13.9751,12.8668,5.54499,5.99845,28.634,56.8671,22/07/15,banana,0.72,1,16:28:40,22/07/15 16:28,1437582520,1
3070,135271,15,16.775936,12.887,10.1721,10.2784,11.457,13.8424,12.8421,5.5384,6.00123,28.5952,57.0601,22/07/15,banana,0.72,1,16:46:33,22/07/15 16:46,1437583593,1
3071,135667,15,17.183949,12.5961,9.76284,9.85737,10.9355,13.2547,12.4062,5.29338,5.45934,27.8592,60.4638,22/07/15,banana,0.72,1,17:11:02,22/07/15 17:11,1437585062,1
3072,130887,15,15.547179,12.5557,9.93423,10.0794,11.1363,13.6416,12.4008,5.41775,5.85697,28.4638,58.5946,22/07/15,banana,0.72,1,15:32:49,22/07/15 15:32,1437579169,1
3073,138590,15,18.040182,12.5833,10.0601,10.0755,11.3174,13.611,12.6512,5.4635,5.92469,27.5604,61.2071,22/07/15,banana,0.72,1,18:02:24,22/07/15 18:02,1437588144,1
3074,137242,15,17.661991,12.5417,10.0798,10.1039,11.3549,13.6887,12.4796,5.42497,5.88646,27.5832,60.8175,22/07/15,banana,0.72,1,17:39:43,22/07/15 17:39,1437586783,1
3075,132333,15,15.952699,12.7173,9.94993,10.0999,11.1205,13.6419,12.4835,5.44833,5.86512,28.8722,56.5786,22/07/15,banana,0.72,1,15:57:09,22/07/15 15:57,1437580629,1
3076,131477,15,15.712433,12.6336,9.9639,10.1212,11.1545,13.6956,12.4291,5.44585,5.86532,28.7565,57.5783,22/07/15,banana,0.72,1,15:42:44,22/07/15 15:42,1437579764,1
3077,139190,15,18.207894,12.7184,10.2514,10.3271,11.5529,13.9755,12.7683,5.54413,6.00494,27.544,60.5602,22/07/15,banana,0.72,1,18:12:28,22/07/15 18:12,1437588748,1
3078,132902,15,16.111945,12.7969,10.0052,10.153,11.167,13.6952,12.5287,5.46195,5.87067,28.6223,56.7961,22/07/15,banana,0.72,1,16:06:43,22/07/15 16:06,1437581203,1
3079,139270,15,18.230267,12.7375,10.2877,10.3551,11.5816,14.0156,12.7801,5.55719,6.01688,27.5119,60.5214,22/07/15,banana,0.72,1,18:13:48,22/07/15 18:13,1437588828,1
3080,135447,15,17.122442,12.6062,9.7587,9.87721,10.9372,13.288,12.4663,5.36224,5.51756,27.7905,59.7076,22/07/15,banana,0.72,1,17:07:20,22/07/15 17:07,1437584840,1
3081,137005,15,17.595745,12.5978,10.0816,10.1525,11.3687,13.7219,12.5834,5.46132,5.93156,27.6369,60.4178,22/07/15,banana,0.72,1,17:35:44,22/07/15 17:35,1437586544,1
3082,134473,15,16.552955,12.986,10.31,10.451,11.6039,14.1285,12.9492,5.59988,6.056,28.3704,57.7559,22/07/15,banana,0.72,1,16:33:10,22/07/15 16:33,1437582790,1
3083,133826,15,16.371327,12.9012,10.0606,10.2018,11.2629,13.7286,12.6944,5.46023,5.89884,28.7865,56.3656,22/07/15,banana,0.72,1,16:22:16,22/07/15 16:22,1437582136,1
3084,138501,15,18.015292,12.5804,10.0626,10.0688,11.3154,13.5978,12.6603,5.46317,5.92637,27.5589,61.2449,22/07/15,banana,0.72,1,18:00:55,22/07/15 18:00,1437588055,1
3085,134093,15,16.446067,12.9662,10.1914,10.3339,11.4275,13.9736,12.891,5.55144,5.99798,28.6533,56.8283,22/07/15,banana,0.72,1,16:26:45,22/07/15 16:26,1437582405,1
3086,134241,15,16.487461,12.9193,10.1865,10.3207,11.4247,13.9414,12.8625,5.53928,5.99667,28.4271,57.8559,22/07/15,banana,0.72,1,16:29:14,22/07/15 16:29,1437582554,1
3087,138835,15,18.108667,12.5844,10.0566,10.0921,11.317,13.6515,12.6223,5.47207,5.92499,27.5429,61.2323,22/07/15,banana,0.72,1,18:06:31,22/07/15 18:06,1437588391,1
3088,134542,15,16.571945,12.986,10.3135,10.4479,11.6097,14.128,12.953,5.59802,6.0602,28.3754,57.8256,22/07/15,banana,0.72,1,16:34:19,22/07/15 16:34,1437582859,1
3089,133201,15,16.195997,12.7957,10.0083,10.1539,11.2135,13.7192,12.6687,5.47805,5.90501,28.7834,56.2782,22/07/15,banana,0.72,1,16:11:45,22/07/15 16:11,1437581505,1
3090,137640,15,17.773246,12.5971,10.1261,10.176,11.3963,13.7737,12.5401,5.46593,5.91236,27.5457,61.089,22/07/15,banana,0.72,1,17:46:23,22/07/15 17:46,1437587183,1
3091,134668,15,16.607441,12.9754,10.3173,10.444,11.6122,14.1259,12.967,5.59608,6.06286,28.3428,57.8241,22/07/15,banana,0.72,1,16:36:26,22/07/15 16:36,1437582986,1
3092,132533,15,16.008767,12.7979,10.0175,10.1516,11.2281,13.6957,12.6929,5.46861,5.90163,28.7288,56.684,22/07/15,banana,0.72,1,16:00:31,22/07/15 16:00,1437580831,1
